,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4098,7901715,https://www.airbnb.com/rooms/7901715,20241104040953,2024-11-04,previous scrape,Cozy bedroom with full-size bed,"The apartment is located near Morningside Park, 10 mins walk to Columbia University. There's a full-size bed which holds up to two persons. Also available for use are two bathrooms, kitchen, and laundry. The apartment is just 2 blocks away from the B/C line subway station. It takes less than 25 mins to Times Square.<br />The bedroom is one of the 5 bedrooms in the apartment (shares 2 bathrooms). It's in the 3rd floor, with elevator. There are lots of foods market and restaurants around it.",,https://a0.muscache.com/pictures/102191879/a853afca_original.jpg,29599415,https://www.airbnb.com/users/show/29599415,Zhaoyu,2015-03-18,"Seattle, WA","Travel, take photos and have fun!",,,,f,https://a0.muscache.com/im/users/29599415/profile_pic/1426738123/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29599415/profile_pic/1426738123/original.jpg?aki_policy=profile_x_medium,Harlem,1.0,2.0,"['email', 'phone']",t,t,,Harlem,Manhattan,40.80302,-73.95648,Private room in rental unit,Private room,2,,2 baths,,,"[""Heating"", ""Washer"", ""Elevator"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Hot tub"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,2,0,0,2015-09-12,2015-09-15,4.5,4.5,1.5,5.0,5.0,5.0,4.5,,f,1,0,1,0,0.02
4609,9045427,https://www.airbnb.com/rooms/9045427,20241104040953,2024-11-04,previous scrape,Sunrise Condominium Apartment,*Exclusively for NYC Marathon Runners* Beautiful apartment close to Verrazano Bridge perfect for NYC marathon runners. Will offer a ride to the start line which is less than two miles away.,,https://a0.muscache.com/pictures/716382d8-9012-41c2-b81f-40ccea110fdb.jpg,47198995,https://www.airbnb.com/users/show/47198995,Diana,2015-10-22,,,,,,f,https://a0.muscache.com/im/pictures/user/0be3b3b3-3263-4e75-9219-04bbf830fa88.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0be3b3b3-3263-4e75-9219-04bbf830fa88.jpg?aki_policy=profile_x_medium,Grymes Hill,1.0,1.0,"['email', 'phone']",t,f,,Grymes Hill,Staten Island,40.61223,-74.09318,Entire condo,Entire home/apt,4,,1 bath,1.0,,"[""TV with standard cable"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Elevator"", ""Air conditioning"", ""Hair dryer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""Dryer"", ""Gym""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,1,0,0,2015-11-01,2015-11-01,5.0,0.0,0.0,0.0,5.0,5.0,4.0,,f,1,1,0,0,0.01
4621,9059397,https://www.airbnb.com/rooms/9059397,20241104040953,2024-11-04,previous scrape,Spacious apartment close to 96St St,2-bedroom apartment one block away from 96 Street Station. One of the bedrooms has one queen bed and the other one has another queen bed with an extra sofa bed in case you need it. There is plenty of space and the bedrooms have a lot of light.,,https://a0.muscache.com/pictures/26e6d85f-4ac6-40ae-adc8-a1c91a6210ec.jpg,14614459,https://www.airbnb.com/users/show/14614459,Dario,2014-04-23,"New York, NY",,,,,f,https://a0.muscache.com/im/users/14614459/profile_pic/1420740799/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/14614459/profile_pic/1420740799/original.jpg?aki_policy=profile_x_medium,Upper East Side,4.0,5.0,"['email', 'phone', 'work_email']",t,t,,Upper East Side,Manhattan,40.7837,-73.94877,Entire home,Entire home/apt,6,,1 bath,2.0,,"[""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator"", ""Air conditioning"", ""Hair dryer"", ""Pets allowed"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,1,0,0,2016-01-05,2016-01-05,4.0,4.0,2.0,5.0,5.0,5.0,4.0,,f,3,1,2,0,0.01
5153,9820053,https://www.airbnb.com/rooms/9820053,20241104040953,2024-11-04,previous scrape,SoHo Studio,"400 sq. ft. whitewashed SoHo studio... Location, location, location!",http://www.sohonyc.com/,https://a0.muscache.com/pictures/2a26c947-cf3f-48eb-8c93-1d18d3c382da.jpg,22440410,https://www.airbnb.com/users/show/22440410,David,2014-10-12,"New York, NY",,,,,f,https://a0.muscache.com/im/users/22440410/profile_pic/1413135415/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22440410/profile_pic/1413135415/original.jpg?aki_policy=profile_x_medium,Soho,1.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,SoHo,Manhattan,40.72688,-74.00058,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""TV"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hangers"", ""First aid kit"", ""Kitchen"", ""Wifi"", ""Hair dryer"", ""Iron""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,1,0,0,2016-01-06,2016-01-06,5.0,5.0,2.0,5.0,5.0,0.0,4.0,,f,1,1,0,0,0.01
5184,9847917,https://www.airbnb.com/rooms/9847917,20241104040953,2024-11-04,previous scrape,Furnished East Village room,"Adorable small room in Manhattan's East Village. Fully furnished, full access to kitchen/bathroom. Plenty of closet/desk space.<br /><br />Tompkins square park is about 3 blocks away and there's an absolute ton of restaurants, bars, etc.","The East Village is known for its diverse community, vibrant nightlife and artistic sensibility.",https://a0.muscache.com/pictures/a5eb3551-956a-4f5c-b767-f7d2caa3af30.jpg,7511881,https://www.airbnb.com/users/show/7511881,Nika,2013-07-16,"San Francisco, CA",,,,,f,https://a0.muscache.com/im/users/7511881/profile_pic/1373948346/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7511881/profile_pic/1373948346/original.jpg?aki_policy=profile_x_medium,Alphabet City,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,East Village,Manhattan,40.72701,-73.97908,Private room in rental unit,Private room,2,,1 bath,,,"[""Heating"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Hangers"", ""Kitchen"", ""Wifi""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,1,0,0,2016-01-05,2016-01-05,4.0,5.0,2.0,4.0,5.0,4.0,5.0,,f,1,0,1,0,0.01
5643,10684164,https://www.airbnb.com/rooms/10684164,20241104040953,2024-11-04,previous scrape,Private 1 Bdrm Apt - Prospect Park,"Located in the beautiful Chateau Frontenac, Brooklyn. Built in the 1920s, this building offers a taste of Brooklyn's old school charm and easy access to Prospect Park. 750 Sq Ft, with large bedroom, living room and kitchen. Lots of sunlight.","A nice retreat from the city, this area of Prospect Park South provides you with everything you'll need at home and on vacation: Grocery stores - including a health food store, pharmacies, produce stands, meat markets and souvenir shops. <br /><br />This block of Prospect Park South / Flatbush is lined with gorgeous vintage apartment houses, some of which housed early silent film stars in the brief interlude before Hollywood’s ascendancy when the film industry flourished here.<br /><br />Located an easy 0.5 mile walk to the SE entrance of Prospect Park, making all of the park's amenities easily accessible including sites : Brooklyn Botanical Garden, Brooklyn Museum, Celebrate Brooklyn Bandshell, and Prospect Park Zoo. Also, seasonal recreational activities including : jogging paths, bird watching, bicycling, boating, ice skating and more! <br /><br />For more info on Prospect Park, visit : https://www.prospectpark.org/visit-the-park/things-to-do/",https://a0.muscache.com/pictures/795d2ce0-3cd4-4b9d-ba6a-aa71caf861be.jpg,19227044,https://www.airbnb.com/users/show/19227044,Adam,2014-07-31,"New York, NY","I am an entertainment lighting designer, working in theater, television, fashion and commercial events. I have a strong appreciation for the arts, food, travel and world perspectives. ",,,,f,https://a0.muscache.com/im/pictures/user/a1cf8f88-4ae2-4e7a-bb17-3b123f3e4dac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1cf8f88-4ae2-4e7a-bb17-3b123f3e4dac.jpg?aki_policy=profile_x_medium,Flatbush,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Flatbush,Brooklyn,40.64928,-73.96283,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""TV"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Elevator"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Iron"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,1,0,0,2016-02-13,2016-02-13,4.0,0.0,0.0,0.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
5815,11355757,https://www.airbnb.com/rooms/11355757,20241104040953,2024-11-04,previous scrape,Very nice room in prime location,"Wood floors in a clean and spacious bedroom up for rent in Bushwick, Brooklyn. 2 min walk from the M train, 10 mins from L Trains. 2 loft beds in the room, with one queen size air mattress available. 1 full bath with shower & kitchen. Only upstairs room!","Amazing neighborhood, mostly hispanic, with plenty of opportunities for fine dining and grocery stores. Bodegas are good as well.",https://a0.muscache.com/pictures/2250d80d-78af-4511-b4fc-2321baadd029.jpg,59479018,https://www.airbnb.com/users/show/59479018,Chandler,2016-02-19,"Springfield, MO","Hi! My name is Chandler and I am from New York City, USA. 

I am a frequent traveler and have to been all throughout Asia, Europe, Africa and of course USA. I love meeting neq friends on the road and think its the greatest part of life! 

I am quiet and respectful of property and will make sure and leave a great impression. I also host people so i know what its like to have people stay at your home. 

Look forward to meeting you!
-Chan!",,,,f,https://a0.muscache.com/im/pictures/user/57762335-bd41-47a2-b857-b6e3141c83d5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/57762335-bd41-47a2-b857-b6e3141c83d5.jpg?aki_policy=profile_x_medium,Bushwick,1.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,Bushwick,Brooklyn,40.69857,-73.92822,Private room in rental unit,Private room,2,,1 shared bath,,,"[""TV"", ""Heating"", ""Lock on bedroom door"", ""Smoke alarm"", ""Essentials"", ""Room-darkening shades"", ""Game console"", ""Carbon monoxide alarm"", ""Hangers"", ""First aid kit"", ""Pets allowed"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Free parking on premises"", ""Iron""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,5,0,0,2016-07-05,2016-08-29,4.0,4.4,2.4,4.2,4.6,4.8,4.2,,f,1,0,1,0,0.05
6116,12170991,https://www.airbnb.com/rooms/12170991,20241104040953,2024-11-04,previous scrape,cheap and safe place in Manhattan,"the apartment is in Manhattan uptown, very good location and cheap price, 10 mins walk from Columbia University(I am a student there and will be away during summer vacation) a minimum of 5 days is required to move in, please mesg me before reserve.","it is so close to the central park and columbia university, there are two rail way station nearby, you can go anywhere by the convenience of train, our neighborhood is quite safe, but still be careful since it is New York",https://a0.muscache.com/pictures/13d56577-4103-4f8d-801b-5547db5a7993.jpg,57070933,https://www.airbnb.com/users/show/57070933,Yiin,2016-02-02,"Vancouver, Canada",,,,,f,https://a0.muscache.com/im/pictures/user/3f079628-ac06-4409-8d06-38cd8e519fee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3f079628-ac06-4409-8d06-38cd8e519fee.jpg?aki_policy=profile_x_medium,Upper West Side,1.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,Upper West Side,Manhattan,40.80037,-73.95878,Private room in rental unit,Private room,2,,1 bath,,,"[""TV with standard cable"", ""Heating"", ""Elevator"", ""Essentials"", ""Air conditioning"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,2,0,0,2016-05-29,2016-06-16,4.0,4.0,2.5,4.0,5.0,5.0,4.0,,f,1,0,1,0,0.02
6159,12308695,https://www.airbnb.com/rooms/12308695,20241104040953,2024-11-04,previous scrape,Room in musicians loft/music venue,"A block from the L train, this warehouse loft is the home for artists of many trades. The room is one of 5 overlooking the backyard and train tracks. Great for someone who wants a real, authentic New York experience. Travelers over tourists please.",,https://a0.muscache.com/pictures/9234ed78-ac5e-422b-9f75-f9af0b05c2f3.jpg,33049782,https://www.airbnb.com/users/show/33049782,Dustin,2015-05-10,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/e63555f5-3846-4ce8-b972-70351a3232d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e63555f5-3846-4ce8-b972-70351a3232d4.jpg?aki_policy=profile_x_medium,Bushwick,1.0,1.0,"['email', 'phone']",t,t,,Bushwick,Brooklyn,40.69018,-73.90309,Private room in loft,Private room,1,,1 bath,2.0,,"[""Heating"", ""TV"", ""Essentials"", ""Air conditioning"", ""Smoking allowed"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Free parking on premises""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,3,0,0,2016-05-22,2017-08-22,4.33,3.67,2.67,4.67,4.67,4.67,4.0,,f,1,0,1,0,0.03
6203,12404998,https://www.airbnb.com/rooms/12404998,20241104040953,2024-11-04,previous scrape,Cosy 1 bedroom apartment in Astoria,"Fantastic 1 bedroom apartment in the heart of Astoria. Half a block from the N/Q 30th Avenue subway station. 15 minutes into mid-town Manhattan. Lots of great shops, bars and restaurants just a few minutes walk away.","Fantastic bars and restaurants a few minutes walk away. You can also take a 15 minute train into Manhattan from the 30th Avenue subway station. Key Food supermarket 2 minute walk away as well as banks, shops and gyms.",https://a0.muscache.com/pictures/1dbcfdae-afbc-433d-ad57-a91f8415dfd1.jpg,47380199,https://www.airbnb.com/users/show/47380199,Kim,2015-10-25,"New York, NY",We are a professional couple from Ireland who moved over to New York to gain international work experience. ,,,,f,https://a0.muscache.com/im/pictures/user/User-47380199/original/07a79504-2946-448a-9681-ffc1ff0960e7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-47380199/original/07a79504-2946-448a-9681-ffc1ff0960e7.jpeg?aki_policy=profile_x_medium,Astoria,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Astoria,Queens,40.76869,-73.91966,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""TV"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hangers"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Hair dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,1,0,0,2016-06-05,2016-06-05,4.0,4.0,1.0,4.0,5.0,4.0,3.0,,f,1,1,0,0,0.01
6222,12465732,https://www.airbnb.com/rooms/12465732,20241104040953,2024-11-04,previous scrape,Sunny Room in NYC,"Confortable room in the heart of Chinatown. Amazing location, walking distance to Brooklyn bridge, Soho, Little Italy, Financial District, East Village, Tribeca. Metro line F,B,D,4,5,6,J,Z. Very easy access to all Manhattan & Brooklyn.",,https://a0.muscache.com/pictures/e7634426-dd59-4c86-85f1-e2c4eaacae45.jpg,47638752,https://www.airbnb.com/users/show/47638752,Adrien,2015-10-28,"Le Maisnil, France",,,,,f,https://a0.muscache.com/im/pictures/user/ca2c37d6-749d-497a-a237-8ed9069afce7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ca2c37d6-749d-497a-a237-8ed9069afce7.jpg?aki_policy=profile_x_medium,Chinatown,1.0,2.0,"['email', 'phone']",t,t,,Chinatown,Manhattan,40.71317,-73.9957,Private room in rental unit,Private room,2,,2 baths,,,"[""TV"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Hair dryer"", ""Iron""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,1,0,0,2016-05-20,2016-05-20,4.0,0.0,0.0,0.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
6314,12740226,https://www.airbnb.com/rooms/12740226,20241104040953,2024-11-04,previous scrape,Cozy home studio with lofted bed,"This is a beautiful room with a charming industrial feel. Only a few blocks from the L train and the JMZ trains, you'll also have quick access to Manhattan.",,https://a0.muscache.com/pictures/0e3f4a75-7a9e-4db4-a753-ce241af8a81c.jpg,3038856,https://www.airbnb.com/users/show/3038856,Samir,2012-07-24,"New York, NY","Originally from Connecticut, I graduated from the University of Connecticut with a bachelor's degree in Computer Science. I am currently employed as a software engineer in New York City. I love to eat and cook and make music, as well as go for long jogs and play pick up soccer. I like trying new things and meeting people!",,,,f,https://a0.muscache.com/im/users/3038856/profile_pic/1430942002/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3038856/profile_pic/1430942002/original.jpg?aki_policy=profile_x_medium,Williamsburg,2.0,7.0,"['email', 'phone']",t,t,,Williamsburg,Brooklyn,40.71206,-73.9617,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Lock on bedroom door"", ""Smoke alarm"", ""Air conditioning"", ""Self check-in"", ""Hair dryer"", ""Fast wifi \u2013 411 Mbps"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Hammock"", ""Outdoor furniture"", ""Lockbox"", ""Shampoo"", ""Essentials"", ""Outdoor dining area"", ""Kitchen"", ""BBQ grill""]",,30,70,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,9,0,0,2016-06-06,2018-05-28,4.22,4.44,2.89,4.78,4.89,5.0,4.63,,t,2,0,1,1,0.09
6319,12760088,https://www.airbnb.com/rooms/12760088,20241104040953,2024-11-04,previous scrape,Modern Apartment. Central Park. B/C,"5b2b. 2 blocks away from Transit B/C, 5-minute walking distance from Central Park. Near to Best Market, Starbucks, Dry cleaning, Rite-Aid etc. <br />Wifi. Queen size bed. Safe neighborhood. Friendly Roommates(4).",,https://a0.muscache.com/pictures/adfc12b4-8c7b-4650-ad87-068ca5039413.jpg,52630170,https://www.airbnb.com/users/show/52630170,Flora,2015-12-29,"New York, NY",Currently a master student at Columbia University. Love to make friends all over the world. Love everything about green tea.,,,,f,https://a0.muscache.com/im/pictures/user/f1c95028-a04f-4e79-8cf8-59d93287c100.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f1c95028-a04f-4e79-8cf8-59d93287c100.jpg?aki_policy=profile_x_medium,Harlem,1.0,4.0,"['email', 'phone']",t,t,,Morningside Heights,Manhattan,40.80446,-73.9583,Private room in rental unit,Private room,2,,2 baths,,,"[""TV"", ""Washer"", ""Heating"", ""Lock on bedroom door"", ""Smoke alarm"", ""Fire extinguisher"", ""Elevator"", ""Hangers"", ""Pets allowed"", ""Kitchen"", ""Indoor fireplace"", ""Shampoo"", ""Wifi"", ""Hot tub"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,1,0,0,2016-05-23,2016-05-23,4.0,4.0,2.0,5.0,5.0,4.0,5.0,,f,1,0,1,0,0.01
6377,12876883,https://www.airbnb.com/rooms/12876883,20241104040953,2024-11-04,previous scrape,Comfortable bedroom in spacious apt,"Apt has 2b/2b, you get your own space and bathroom; unit has high ceilings, modern kitchen, hardwood floors, in-unit laundry & central AC/Heater. Furnished with couches, TV, tables, etc...; bedroom has bed, dresser, & desk. D train 2 blocks away.",,https://a0.muscache.com/pictures/2aa8c902-4e40-4e9a-97c3-2adb0d0581f1.jpg,11452065,https://www.airbnb.com/users/show/11452065,Arthur,2014-01-19,"Atlanta, GA","Hi, I'm Arthur, currently based out of Atlanta where I live with my wife and kids. Traveling is a our escape and we love taking the kids and sharing experiences with our whole family. 

",,,,f,https://a0.muscache.com/im/pictures/user/086435d3-80f3-4206-b93e-65991e0f2d4e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/086435d3-80f3-4206-b93e-65991e0f2d4e.jpg?aki_policy=profile_x_medium,Sunset Park,1.0,2.0,"['email', 'phone']",t,t,,Borough Park,Brooklyn,40.63924,-73.99665,Private room in rental unit,Private room,1,,1 bath,1.0,,"[""TV with standard cable"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Hangers"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,1,0,0,2016-06-13,2016-06-13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,f,1,0,1,0,0.01
6525,13155478,https://www.airbnb.com/rooms/13155478,20241104040953,2024-11-04,previous scrape,"One BR upper east, walk out to garden","Two story apartment on upper east side Manhattan. Bedroom for rent is on first floor along with front door, kitchen, bathroom and living room. Bedroom has queen bed, two dressers, a closet, window and walks out to a PRIVATE GARDEN. Two bedrooms downstairs with two other roommates, 23 and 24 who work in advertising and talent management respectively. Great kids, one is at girlfriend's often",,https://a0.muscache.com/pictures/afc89a7e-dc18-4d1c-8d02-42c0bc35cc34.jpg,68234238,https://www.airbnb.com/users/show/68234238,Kyle,2016-04-21,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/792a8b23-9330-46f1-be69-f9378aa21a43.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/792a8b23-9330-46f1-be69-f9378aa21a43.jpg?aki_policy=profile_x_medium,Upper East Side,1.0,1.0,"['email', 'phone']",t,t,,Upper East Side,Manhattan,40.77612,-73.94745,Private room in rental unit,Private room,1,,1 bath,1.0,,"[""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Smoking allowed"", ""Kitchen"", ""Wifi"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,2,0,0,2016-06-05,2016-06-13,3.5,4.0,2.0,5.0,5.0,5.0,4.0,,f,1,0,1,0,0.02
6531,13165500,https://www.airbnb.com/rooms/13165500,20241104040953,2024-11-04,previous scrape,"Cozy, chic Williamsburg apartment","A beautiful 2BR within the popular neighborhood of Northeast Williamsburg. Close to great coffee, restaurants, supermarket, parks, and a fabulous 5 minute walk to the subway (G or L train); 15 mins into Manhattan. We have rooftop access, as well as a private fire escape where you can sit and relax (not pictured). The apartment itself has an open floor plan with room for 5 guests. Our place is good for couples, solo adventurers, and business travelers. Please no pets or parties :-)",,https://a0.muscache.com/pictures/fc2d332a-df8a-4494-8817-4bec7fa3ff81.jpg,4104874,https://www.airbnb.com/users/show/4104874,Lauren,2012-11-09,"New York, NY","Respectful late 30s professional. Lived in San Francisco for five years, Brooklyn for five years, and now living in Maine. I work for a tech firm. Usually travel with my spouse or for work. Any specific questions, you're welcome to ask me :)",,,,f,https://a0.muscache.com/im/pictures/user/2de05ed4-ac8c-407c-b1ef-69c8b0fac6c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2de05ed4-ac8c-407c-b1ef-69c8b0fac6c6.jpg?aki_policy=profile_x_medium,Williamsburg,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,Williamsburg,Brooklyn,40.71006,-73.94782,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,"[""TV"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Hangers"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,1,0,0,2016-06-12,2016-06-12,5.0,0.0,0.0,0.0,5.0,5.0,5.0,,t,1,1,0,0,0.01
6904,13885982,https://www.airbnb.com/rooms/13885982,20241104040953,2024-11-04,previous scrape,The Bushwick Museum,"My place is close to Miles, The Narrows, Tutu, Pine Box, Robertas, The Loom, Maria Hernandez Park, L and J/M/Z trains, Venues, and Galleries. You’ll love my place because of the views, the location, private roof access, proximity to the train, 24 hour markets, laundry, good vibes.",,https://a0.muscache.com/pictures/07318bee-a316-437a-9fd7-b8439864972f.jpg,11841497,https://www.airbnb.com/users/show/11841497,Amanda,2014-02-01,"New York, NY","I'm 27 and I live in Brooklyn, Ny.  I'm easy to get along with and a very considerate guest.  I love meeting new people and hearing their story:)

I work as a jeweler in NYC, spending my days making wedding and engagement rings.  I love to escape the intensity of the city every once and a while, usually solo.",,,,f,https://a0.muscache.com/im/users/11841497/profile_pic/1433522769/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11841497/profile_pic/1433522769/original.jpg?aki_policy=profile_x_medium,Bushwick,1.0,1.0,"['email', 'phone']",t,t,,Bushwick,Brooklyn,40.70123,-73.92953,Private room in rental unit,Private room,2,,1 shared bath,1.0,,"[""Iron"", ""Washer"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hangers"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,2,0,0,2016-07-24,2016-07-29,3.5,5.0,2.0,5.0,5.0,5.0,3.5,,f,1,0,1,0,0.02
