,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8084,17457491,https://www.airbnb.com/rooms/17457491,20241104040953,2024-11-04,city scrape,Great Loft space in the Heart of Bushwick,"Entire Loft with a room in an amazing large open space ( i have my separated private own room)  with tall ceilings, wooden floors, with plenty of room to move (yoga, dance), have a nice meal, work from your computer (wifi included ), and even enjoy a movie on the big screen (projector). Iconic Building ; amenities include, gym and laundry room. Walking distance to the Bushwick hotspots like Little Skips, House of Yes, Roberta's, Bizarre, etc 15 minutes subway ride to Manhattan (JMZ and L lines )","The building is located in the heart Bushwick, a historic Brooklyn neighborhood going through a creative renaissance.",https://a0.muscache.com/pictures/aca85b57-b710-409f-9eee-b7c57341da57.jpg,118199454,https://www.airbnb.com/users/show/118199454,Michael,2017-02-26,"New York, NY",World traveler,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/dfe8c0c9-2bd3-4c43-b959-eff40a20424c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dfe8c0c9-2bd3-4c43-b959-eff40a20424c.jpg?aki_policy=profile_x_medium,Bushwick,1.0,1.0,['phone'],t,t,Neighborhood highlights,Bushwick,Brooklyn,40.69894,-73.92973,Private room in loft,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Pets allowed"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Body soap"", ""Books and reading material"", ""Washer"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Smoking allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Hot water"", ""Cleaning products"", ""Coffee maker"", ""Gym"", ""Refrigerator"", ""Shared hot tub"", ""Central air conditioning"", ""Shampoo"", ""TV with DVD player"", ""Host greets you"", ""Bathtub"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Oven"", ""Clothing storage: closet""]",$95.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,17,47,47,2024-11-04,24,0,0,2018-05-06,2022-05-31,5.0,4.92,4.83,5.0,5.0,4.92,4.88,,f,1,0,1,0,0.3
8156,17684912,https://www.airbnb.com/rooms/17684912,20241104040953,2024-11-04,previous scrape,Modern 1 bedroom condo near Pratt in Bed-Stuy,"My place is good for couples, solo adventurers, and business travelers.",,https://a0.muscache.com/pictures/c7ba3d63-80ab-4dc2-9c1d-398566cf7c97.jpg,6274742,https://www.airbnb.com/users/show/6274742,Michael,2013-05-07,"New York, NY","I'm a software engineer and classical pianist (@bootynonstop). I love to travel and have stayed in Airbnbs all over Europe, Asia, and Latin America.",,,100%,f,https://a0.muscache.com/im/pictures/user/32261e20-1c16-489f-a960-77d8dd1bec84.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/32261e20-1c16-489f-a960-77d8dd1bec84.jpg?aki_policy=profile_x_medium,Clinton Hill,1.0,1.0,"['email', 'phone']",t,t,,Bedford-Stuyvesant,Brooklyn,40.68995,-73.95823,Entire condo,Entire home/apt,2,,1 bath,1.0,,"[""Smoke alarm"", ""Stove"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Self check-in"", ""Hair dryer"", ""Free street parking"", ""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""55 inch HDTV with Roku"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Hot water kettle"", ""Refrigerator"", ""Heating - split type ductless system"", ""Ethernet connection"", ""Fast wifi \u2013 227 Mbps"", ""Lockbox"", ""Bose Bluetooth sound system"", ""Dishwasher"", ""Cooking basics"", ""Elevator"", ""Essentials"", ""Hangers"", ""Bidet"", ""Freezer"", ""Rice maker"", ""Kitchen"", ""Oven"", ""Free dryer \u2013 In unit""]",,60,730,60.0,60.0,730.0,730.0,60.0,730.0,,t,0,0,0,0,2024-11-04,43,3,0,2018-12-02,2024-08-18,4.95,5.0,4.88,5.0,4.98,4.88,4.93,,f,1,1,0,0,0.6
8175,17774316,https://www.airbnb.com/rooms/17774316,20241104040953,2024-11-04,previous scrape,Large bedroom in 3 bedroom apt UES,"2 roommates who are barley home. The room has lots of light  (2 windows), queen size bed, a desk to work on if needed, and a large closet. A block away from central park and a 4 min walk from the subway. Lots of coffee shops and restaurants around",,https://a0.muscache.com/pictures/ff0fa49b-b363-4e87-94dc-5a859c9e178b.jpg,121352443,https://www.airbnb.com/users/show/121352443,Michael,2017-03-18,,,,,,f,https://a0.muscache.com/im/pictures/user/1e4757c5-64c3-4113-8670-10671e108316.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e4757c5-64c3-4113-8670-10671e108316.jpg?aki_policy=profile_x_medium,East Harlem,1.0,1.0,"['email', 'phone']",t,f,,East Harlem,Manhattan,40.78869,-73.95305,Private room in rental unit,Private room,1,,1 bath,,,"[""Smoking allowed""]",,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,,0,0,0,0,2024-11-04,1,0,0,2017-04-24,2017-04-24,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,f,1,0,1,0,0.01
8360,18393354,https://www.airbnb.com/rooms/18393354,20241104040953,2024-11-04,city scrape,Skylit Midtown Sanctuary,"Beautiful, spacious studio in the heart of Midtown, Manhattan.<br /><br />1 BED / FULL BATH / FULL KITCHEN / CENTRALLY LOCATED / HIGH SPEED WIFI","Centrally located in the heart of Manhattan just a few blocks from all subway connections in the very desirable Midtown location a few minutes walk to Times Square, the Theater District, Bryant Park and Herald Square.",https://a0.muscache.com/pictures/miso/Hosting-18393354/original/6ebd71ff-0958-4263-ae3f-825a2c5e008b.jpeg,2845,https://www.airbnb.com/users/show/2845,Jennifer,2008-09-09,"Woodstock, NY","A New Yorker since 2000! My passion is creating beautiful, unique spaces where unforgettable memories are made. It's my pleasure to host people from around the world and meet new faces. Welcome travelers! 

I am a Sound Therapy Practitioner and Kundalini Yoga & Meditation teacher. I work with energy and sound for relaxation and healing, using Symphonic gong, singing bowls, tuning forks, drums, voice and other instruments.

Any questions, please text or call Jennifer at 646.498.8710.",within a day,90%,21%,f,https://a0.muscache.com/im/pictures/user/50fc57af-a6a3-4e88-8f16-efd6cac7c9bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/50fc57af-a6a3-4e88-8f16-efd6cac7c9bc.jpg?aki_policy=profile_x_medium,Midtown,7.0,9.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Hell's Kitchen,Manhattan,40.75534,-73.99223,Entire rental unit,Entire home/apt,1,1.0,1 bath,0.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Paid parking off premises"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Keypad"", ""Refrigerator"", ""Ethernet connection"", ""Bathtub"", ""Cooking basics"", ""Essentials"", ""Fireplace guards"", ""Kitchen"", ""Oven""]",$240.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,365,2024-11-04,2,0,0,2018-07-18,2020-03-31,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,f,3,3,0,0,0.03
8379,18455236,https://www.airbnb.com/rooms/18455236,20241104040953,2024-11-04,previous scrape,Modern 1 Bedroom In the Middle of Everything!,Hi! My boyfriend and I have a beautiful 1 bedroom which we rent when we are out of town. Conveniently located close to Williamsburg and Bushwick. Our spot is located within a 2 min walk of the JMZ flushing stop and the L train.<br /><br />Please note this listing is for the entire apartment.,We're located in a super cute neighborhood filled with lots of shops and hispanic food. Roberta's pizza is within walking distance.,https://a0.muscache.com/pictures/635f8c09-00ac-4823-8cd6-8a8dbbcabcd2.jpg,3470710,https://www.airbnb.com/users/show/3470710,Michael,2012-09-04,"New York, NY","I love the earth.  I run a creative agency called Antarctic that specializes in brand building.  
www.antarcticcreative.com",,,,f,https://a0.muscache.com/im/pictures/user/9aa95969-bb1b-4e2d-9803-e4ded9188a4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9aa95969-bb1b-4e2d-9803-e4ded9188a4f.jpg?aki_policy=profile_x_medium,Williamsburg,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Williamsburg,Brooklyn,40.70165,-73.94152,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Fire extinguisher"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Paid parking off premises"", ""Self check-in"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Microwave"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Refrigerator"", ""Lockbox"", ""Shampoo"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Kitchen"", ""Oven""]",,30,1124,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,40,0,0,2017-05-08,2020-01-02,4.78,4.95,4.68,4.83,4.9,4.75,4.8,,f,1,1,0,0,0.44
8420,18587083,https://www.airbnb.com/rooms/18587083,20241104040953,2024-11-04,previous scrape,2 bedrooms in luxury duplex,"3 bedroom in Williamsburg with upstairs gorgeous room with private bathroom. Downstairs two bedrooms and bathroom with a lot of light!! furnished rooftop, balcony, garden across the street and park on block.","This is an amazing neighborhood.  Tons of bars, restaurants, and shops in walking distance.  10 minutes to Manhattan.",https://a0.muscache.com/pictures/d6f76a49-45bc-4aee-bb02-956d736e2131.jpg,97543375,https://www.airbnb.com/users/show/97543375,Jennifer,2016-10-01,"New York, United States","We are a married couple with a wonderful 5yr. old little girl, and adorable Pomeranian.  we love to travel and share our home with other travelers.  Ilan is a teacher and a creative technologist and I am a DJ/Musician. We love hosting travelers from all over the world. We are always ready to chat for a moment, share information about this city we love or just give our guests their space and privacy to enjoy our beautiful home independently.",,,,f,https://a0.muscache.com/im/pictures/user/461f3c5d-9daa-4840-92b1-503b1d2a7457.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/461f3c5d-9daa-4840-92b1-503b1d2a7457.jpg?aki_policy=profile_x_medium,Williamsburg,2.0,2.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Williamsburg,Brooklyn,40.71498,-73.9396,Private room in rental unit,Private room,4,,1 private bath,2.0,,"[""Smoke alarm"", ""Stove"", ""Children\u2019s dinnerware"", ""Air conditioning"", ""Extra pillows and blankets"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Microwave"", ""High chair"", ""Carbon monoxide alarm"", ""Bed linens"", ""Iron"", ""Babysitter recommendations"", ""Hot water"", ""Coffee maker"", ""Refrigerator"", ""Ethernet connection"", ""Baby safety gates"", ""Shampoo"", ""Dishwasher"", ""Cooking basics"", ""Elevator"", ""Essentials"", ""Crib"", ""Kitchen"", ""Oven"", ""Patio or balcony"", ""Outlet covers""]",,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,t,0,0,0,0,2024-11-04,5,0,0,2017-05-14,2019-12-30,4.6,4.6,4.0,5.0,4.6,5.0,4.6,,f,2,0,2,0,0.05
8524,18838040,https://www.airbnb.com/rooms/18838040,20241104040953,2024-11-04,city scrape,"Historic District: Enchanting, quiet & peaceful","Beautifully designed and renovated in an environmentally conscious way, this is the lower floor of our owner occupied duplex which opens onto a spacious garden on an extremely quiet, safe street in Greenpoint Brooklyn’s landmark district.",Greenpoint and next door Williamsburg are now the hottest neighborhoods in New York. <br /><br />Fortunately Greenpoint is less frantic and still retains a nice neighborhood scale while still having great restaurants and coffee shops.,https://a0.muscache.com/pictures/174ef090-a5e0-4a55-8d18-8e72f5d152e1.jpg,4965683,https://www.airbnb.com/users/show/4965683,Michael,2013-02-04,"New York, NY","Brooklyn, NY

Photographer, writer, inventor--dog lover. Healthy eater and exerciser. ",within a few hours,100%,63%,t,https://a0.muscache.com/im/pictures/user/32e472d0-8f7c-4385-a0a0-6e88a8b8919d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/32e472d0-8f7c-4385-a0a0-6e88a8b8919d.jpg?aki_policy=profile_x_medium,Greenpoint,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Greenpoint,Brooklyn,40.72904,-73.95469,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Eco friendly body soap"", ""Fire extinguisher"", ""Smoke alarm"", ""50 inch TV with standard cable"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Self check-in"", ""Wifi"", ""Free street parking"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Long term stays allowed"", ""Conditioner"", ""Carbon monoxide alarm"", ""Bed linens"", ""Single level home"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Hot water"", ""Keypad"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Essentials"", ""Breakfast"", ""Free dryer"", ""Hangers"", ""Outdoor dining area"", ""Kitchen"", ""Clothing storage: closet"", ""Outdoor furniture""]",$339.00,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,t,0,6,36,36,2024-11-04,48,18,0,2017-09-03,2024-09-29,5.0,5.0,4.94,4.98,5.0,5.0,4.98,OSE-STRREG-0000786,f,1,1,0,0,0.55
8703,19278895,https://www.airbnb.com/rooms/19278895,20241104040953,2024-11-04,city scrape,Experience Brooklyn brownstone living.,"Experience historic brownstone living in Bed-Stuy, Brooklyn.<br /><br />This is a garden level apartment, and the room sits in the back of the house in complete serenity, away from the street traffic.  Guests have private access to their own zen garden, and a tastefully decorated bathroom. It’s a shared apartment, but it feels private.<br /><br />It’s a 10-15m walk to the subway— A/C train at Utica station OR J/Z train at Gates.<br /><br />There are lots of delicious restaurants, fun bars & chill cafes w/in walking distance.","Bed-stuy is a quaint, friendly neighborhood in Brooklyn-- the streets are lined with blocks and blocks of beautiful brownstone houses.   We've lived in Bed-Stuy since 2011, and we love this neighborhood!  There’s a number of awesome local spots within walking distance— trad room, Bar Lunatico, peaches, and saranghina to name a few. Subway is walking distance and a short ride into the city on the express train.",https://a0.muscache.com/pictures/hosting/Hosting-19278895/original/593ee715-6b78-4e44-9cd5-0942f337032f.jpeg,423117,https://www.airbnb.com/users/show/423117,Jennifer,2011-03-04,"New York, United States",Based in Brooklyn.,within an hour,100%,73%,t,https://a0.muscache.com/im/pictures/user/2362e5db-a5b4-45ff-bf66-36a6efae0a56.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2362e5db-a5b4-45ff-bf66-36a6efae0a56.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Bedford-Stuyvesant,Brooklyn,40.68292668458663,-73.92325576197196,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,"[""Lock on bedroom door"", ""Smoke alarm"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Garden view"", ""Wifi"", ""Hair dryer"", ""Shower gel"", ""Free street parking"", ""Body soap"", ""Heating"", ""Dishes and silverware"", ""Conditioner"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Bed linens"", ""Private backyard"", ""Single level home"", ""Hot water"", ""Coffee maker"", ""Hammock"", ""Hot water kettle"", ""Refrigerator"", ""Room-darkening shades"", ""Coffee"", ""Shampoo"", ""Host greets you"", ""Bathtub"", ""Dishwasher"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Hangers"", ""First aid kit"", ""Rice maker"", ""Kitchen"", ""Toaster"", ""Oven"", ""Outdoor furniture""]",$191.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,28,54,84,359,2024-11-04,47,34,4,2017-06-24,2024-10-20,5.0,4.98,4.94,5.0,4.98,4.79,4.85,OSE-STRREG-0000688,f,1,0,1,0,0.52
8847,19623349,https://www.airbnb.com/rooms/19623349,20241104040953,2024-11-04,previous scrape,2 bed / 2.5 bath with outdoor space,Spacious 1800 sq ft 2 bed / 2.5 bath with back deck and grill area in Crown Heights.  Short walk to Utica A train and terrific restaurants incl. Saraghina and L'Antagoniste.,,https://a0.muscache.com/pictures/86582c18-f78e-47a5-b9d3-b1c68181261f.jpg,16260034,https://www.airbnb.com/users/show/16260034,Michael,2014-06-01,"New York, NY",I live to travel,,,,f,https://a0.muscache.com/im/pictures/user/91478060-0e34-48b3-b2d5-de73e9010976.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/91478060-0e34-48b3-b2d5-de73e9010976.jpg?aki_policy=profile_x_medium,Crown Heights,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,Crown Heights,Brooklyn,40.6757,-73.93539,Entire condo,Entire home/apt,4,,2.5 baths,2.0,,"[""Iron"", ""Heating"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Hangers"", ""Kitchen"", ""Private entrance"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,0,0,0,,,,,,,,,,,f,1,1,0,0,
8851,19639687,https://www.airbnb.com/rooms/19639687,20241104040953,2024-11-04,previous scrape,"Garden Apt, 1,800 sq ft","3Bedroom in the Center of the Slope. This place is huge 1,800 Sq Ft, and has all the things you want. A corner unit, it has lots of windows and is located on one of Park Slopes best streets: Garfield at 6th Ave so everything the Slope is known for is at your feet: Al Di La, the Park Slope Food Coop, Stone Park Caf, Bare Burger, the Sunday Farmers Market at JJ Byrne Park, Prospect Park -- all are in a three block radius.",,https://a0.muscache.com/pictures/3b58d94e-45de-4e67-939a-e6116d433cff.jpg,138210979,https://www.airbnb.com/users/show/138210979,Michael,2017-07-02,"New York, United States",,,,,f,https://a0.muscache.com/im/pictures/user/1a485e4b-84eb-45eb-84b1-75cf11eabd47.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a485e4b-84eb-45eb-84b1-75cf11eabd47.jpg?aki_policy=profile_x_medium,Park Slope,1.0,1.0,"['email', 'phone']",t,f,,Park Slope,Brooklyn,40.67417,-73.98005,Entire rental unit,Entire home/apt,6,,1 bath,3.0,,"[""Smoke alarm"", ""Air conditioning"", ""Pets allowed"", ""Hair dryer"", ""Dryer"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""Iron"", ""Room-darkening shades"", ""Private entrance"", ""Shampoo"", ""Bathtub"", ""Window guards"", ""Essentials"", ""Breakfast"", ""Hangers"", ""First aid kit"", ""Kitchen"", ""Outlet covers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2024-11-04,3,0,0,2017-07-07,2017-07-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.03
8892,19732045,https://www.airbnb.com/rooms/19732045,20241104040953,2024-11-04,previous scrape,Big apartment in Bushwick... art--nightlife--food!,"Spacious 1 bedroom apartment with high ceilings and lots of light. Living room/den with 60” for TV or movies. Drawing table/desk for working. Wifi. Plenty of floor space for your morning yoga routine. <br /><br />Queen-size bed. There's a large couch in the living room for a additional guests. <br /><br />Large kitchen with gas stove, cookware, salt, pepper, etc.<br /><br />Centrally located in lively Bushwick, tons of nightlife and great food all around, easy access to L and M subway line. 15 minute ride to Manhattan.","TONS of cafes, bars and restaurants! Places to see art, take in shows, see epic DJ sets or one-off, locals only underground shows. Bushwick is a Mecca of culture! If you like any of the above, you will find there are endless options to keep you entertained.<br /><br />Apart from the plentiful, delicious (and affordable!) authentic Ecuadorian and Mexican cuisine, there are a ton of newer restaurants that are serving delicious food. There are several outstanding places that I can recommend, but you'll also do well just exploring on foot.",https://a0.muscache.com/pictures/56c265cd-7de9-4682-83e4-d7877c16ac3f.jpg,21772781,https://www.airbnb.com/users/show/21772781,Edward,2014-09-25,"New York, NY",NYC native artist. I love Brooklyn and you will too! I'm happy to show you around a bit ;),,,,f,https://a0.muscache.com/im/pictures/user/b5cd04b7-b932-4752-ac25-347be379a34f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5cd04b7-b932-4752-ac25-347be379a34f.jpg?aki_policy=profile_x_medium,Bushwick,2.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,Bushwick,Brooklyn,40.70108,-73.91735,Entire loft,Entire home/apt,4,,1 bath,1.0,,"[""Smoke alarm"", ""Stove"", ""Portable heater"", ""Extra pillows and blankets"", ""Pets allowed"", ""Wifi"", ""Shower gel"", ""Blender"", ""Coffee maker: french press"", ""Free street parking"", ""Body soap"", ""TV"", ""Books and reading material"", ""Dishes and silverware"", ""Microwave"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Clothing storage"", ""Piano"", ""Hot water kettle"", ""Refrigerator"", ""Wine glasses"", ""Record player"", ""Coffee"", ""Shampoo"", ""Cleaning available during stay"", ""Host greets you"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Bluetooth sound system"", ""Cooking basics"", ""Essentials"", ""Dining table"", ""Game console"", ""Hangers"", ""First aid kit"", ""Freezer"", ""Kitchen"", ""Toaster"", ""Window AC unit"", ""Oven""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,19,0,0,2019-04-08,2022-05-01,4.84,5.0,4.89,4.89,4.79,4.95,4.95,,f,2,2,0,0,0.28
8904,19757502,https://www.airbnb.com/rooms/19757502,20241104040953,2024-11-04,previous scrape,Historic Modernism in Harlem's Sugar Hill,"710 Guest Suites is TripAdvisor #1 Ranked 2012-2018. Unsurpassed elegance in unbeatable Sugar Hill location right at ABCD subway, 710 Guest Suites is just 10 minutes to midtown. Discover why there's so much buzz about Harlem, with Alexander Hamilton's country home and Manhattan's prettiest brownstones at your doorstep.Featured in Vogue Living, UK Sunday Times ""Dream Stays"" and more. Contributing Concierge services provided by host. Great cafes, bars and restaurants nearby.",,https://a0.muscache.com/pictures/3f1bded7-7fe0-4239-9568-2507ce6954dd.jpg,97682736,https://www.airbnb.com/users/show/97682736,Michael,2016-10-02,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/10a7a137-dd5c-487a-87c7-7223e70d492d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10a7a137-dd5c-487a-87c7-7223e70d492d.jpg?aki_policy=profile_x_medium,Hamilton Heights,1.0,1.0,"['email', 'phone']",t,t,,Harlem,Manhattan,40.82548,-73.94493,Entire townhouse,Entire home/apt,4,,1 bath,2.0,,"[""Iron"", ""TV"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Hair dryer"", ""Dryer""]",,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,,0,0,0,0,2024-11-04,1,0,0,2018-12-28,2018-12-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
8955,19857613,https://www.airbnb.com/rooms/19857613,20241104040953,2024-11-04,previous scrape,"Cozy, Bright, Bohemian Space in the East Village","Bright and cozy bohemian apartment in a great location in the East Village.  Our home is our quiet oasis in the most vibrant neighborhood in New York.  Note that we are a sixth floor walk-up, with only a half bath (shower is in the kitchen).  The kitchen has ample space for cooking, the south-facing windows flood the apartment with light, and the apartment is very quiet.","On our block: Veniero's Italian bakery, Tu-Lu's gluten-free bakery, coffee shops, Momofuku Noodle Bar.  Within walking distance: more restaurants, bars, thrift stores, movie theaters, cafes than you can count.",https://a0.muscache.com/pictures/c047be08-5335-42f9-80a2-18541d549dc6.jpg,1132004,https://www.airbnb.com/users/show/1132004,Michael,2011-09-08,"New York, NY","Theatre producer living in New York's East Village. I don't travel often enough, but love to do it when I can. ",,,,f,https://a0.muscache.com/im/pictures/user/6bba6649-20b8-480c-a93d-fd4b32f341fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bba6649-20b8-480c-a93d-fd4b32f341fc.jpg?aki_policy=profile_x_medium,East Village,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,East Village,Manhattan,40.7285,-73.9848,Entire rental unit,Entire home/apt,2,,Half-bath,1.0,,"[""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,2,0,0,2017-07-24,2017-08-27,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,f,1,1,0,0,0.02
8968,19875496,https://www.airbnb.com/rooms/19875496,20241104040953,2024-11-04,previous scrape,Newly renovated studio in heart of Brooklyn,"Relax in this modern, quiet and comfortable studio apartment, with the vibrant Brooklyn Bed-Stuy and Crown Heights right outside your door.<br /><br />Large windows, high ceilings, and mid-century inspired design give this studio apartment an airy, open feel. You'll fall fast asleep nestled into the queen-sized bed with a Tuft & Needle mattress, made with breathable, adaptive foam.<br /><br />With the A/C subway a 2 minute walk, you'll be in Manhattan in just 20-25 minutes.",,https://a0.muscache.com/pictures/feec03c9-af05-4063-892b-e21563b575bc.jpg,20608771,https://www.airbnb.com/users/show/20608771,Michael,2014-08-27,"Kingston, NY",,,,,f,https://a0.muscache.com/im/users/20608771/profile_pic/1409156833/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20608771/profile_pic/1409156833/original.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,1.0,1.0,"['email', 'phone']",t,t,,Bedford-Stuyvesant,Brooklyn,40.67885,-73.94919,Entire rental unit,Entire home/apt,2,,1 bath,2.0,,"[""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Iron"", ""Coffee maker"", ""Keypad"", ""Hot water kettle"", ""Refrigerator"", ""Shampoo"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Oven""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2024-11-04,7,0,0,2017-08-12,2018-01-03,4.86,4.86,4.71,5.0,5.0,4.57,4.71,,f,1,1,0,0,0.08
